simulation_run,time_step,time_of_day,traffic_phase,is_peak_hour,cycle_num,density,speed_setting,simulation_mode,arrival_rate_j1_lane1,arrival_rate_j1_lane2,arrival_rate_j1_lane3,arrival_rate_j1_lane4,arrival_rate_j2_lane1,arrival_rate_j2_lane2,arrival_rate_j2_lane3,arrival_rate_j2_lane4,pso_n_particles,pso_n_iterations,pso_inertia_w,pso_cognitive_c1,pso_social_c2,pso_min_green,pso_max_green,pso_best_fitness,pso_improvement_pct,green_time_j1_lane1_pso,green_time_j1_lane2_pso,green_time_j1_lane3_pso,green_time_j1_lane4_pso,green_time_j2_lane1_pso,green_time_j2_lane2_pso,green_time_j2_lane3_pso,green_time_j2_lane4_pso,green_time_j1_lane1_baseline,green_time_j1_lane2_baseline,green_time_j1_lane3_baseline,green_time_j1_lane4_baseline,green_time_j2_lane1_baseline,green_time_j2_lane2_baseline,green_time_j2_lane3_baseline,green_time_j2_lane4_baseline,queue_j1_lane1,queue_j1_lane2,queue_j1_lane3,queue_j1_lane4,queue_j2_lane1,queue_j2_lane2,queue_j2_lane3,queue_j2_lane4,avg_wait_j1_lane1,avg_wait_j1_lane2,avg_wait_j1_lane3,avg_wait_j1_lane4,avg_wait_j2_lane1,avg_wait_j2_lane2,avg_wait_j2_lane3,avg_wait_j2_lane4,avg_waiting_time_pso,avg_waiting_time_baseline,total_vehicles_processed,vehicles_processed_j1,vehicles_processed_j2,throughput_per_step,fuel_wasted_pso_litres,fuel_wasted_baseline_litres,fuel_saved_litres,signal_efficiency_pct,congestion_level,emergency_occurred,emergency_junction,emergency_lane,emergency_duration_steps,active_direction,phase_timer_N,phase_timer_S,phase_timer_E,phase_timer_W,ds_total_rows,ds_total_cols,ds_current_step,ds_density,ds_peak_phase,ds_total_volume
10,47,Early Morning,LOW,0,102,0.2051,5,AI,1.369,1.456,1.251,1.234,1.085,1.028,0.825,0.717,15,25,0.586,1.961,1.556,3,20,1.3732,21.41,11,9,11,9,13,14,13,9,10,10,10,10,10,10,10,10,1,0,2,1,0,0,1,2,1.2572,1.6553,1.207,1.0557,1.484,1.1106,1.0581,1.5101,1.2923,1.6444,30,22,8,0.625,1.939,2.467,0.528,88.89,LOW,0,0,0,0,E,6,7,8,2,12000,50,47,0.2051,LOW,5.31
10,48,Early Morning,LOW,0,102,0.2067,3,AI,1.089,1.118,1.025,1.086,1.345,1.159,0.912,0.743,30,25,0.517,1.827,1.49,3,20,1.3864,20.24,9,14,13,13,14,10,9,9,10,10,10,10,10,10,10,10,1,2,0,2,1,2,3,1,1.665,1.554,1.5687,1.2678,1.0642,1.0857,1.1569,1.095,1.3072,1.6389,33,17,16,0.673,2.157,2.704,0.547,90.83,LOW,0,0,0,0,W,8,13,3,8,12000,50,48,0.2067,LOW,4.318
10,49,Early Morning,LOW,0,102,0.1768,3,AI,1.26,0.976,1.031,1.119,1.43,1.088,0.915,0.76,15,30,0.596,1.186,1.507,3,20,1.5099,27.21,8,13,12,9,12,10,11,10,10,10,10,10,10,10,10,10,2,1,0,0,0,0,0,0,1.9304,1.8327,1.8015,1.054,1.1515,1.0858,1.6194,0.9351,1.4263,1.9594,23,16,7,0.46,1.64,2.253,0.613,94.63,LOW,0,0,0,0,E,4,6,11,4,12000,50,49,0.1768,LOW,4.386
10,50,Morning Rush,HIGH,1,102,0.8912,9,AI,5.599,5.477,5.841,5.175,2.8,2.739,2.921,2.587,25,35,0.425,1.591,1.092,3,20,9.7237,25.16,8,8,14,12,12,12,9,10,10,10,10,10,10,10,10,10,12,7,8,8,4,6,6,9,10.7851,7.4431,11.4308,8.0226,9.279,9.7799,10.392,6.486,9.2023,12.2952,10,5,5,0.196,4.602,6.149,1.547,91.69,CRITICAL,0,0,0,0,E,2,5,4,6,12000,50,50,0.8912,HIGH,22.092
10,51,Morning Rush,HIGH,1,102,0.8571,5,AI,4.619,4.711,4.799,4.928,2.309,2.356,2.4,2.464,10,30,0.52,1.096,1.792,3,20,9.2536,28.81,8,11,11,13,12,11,11,11,10,10,10,10,10,10,10,10,7,6,7,10,4,7,6,5,7.4451,11.0105,8.9701,9.1728,9.5549,7.9882,6.6909,9.3498,8.7728,12.3238,37,18,19,0.712,16.23,22.799,6.569,88.93,CRITICAL,0,0,0,0,E,0,8,10,5,12000,50,51,0.8571,HIGH,19.057
10,52,Morning Rush,HIGH,1,102,0.659,5,AI,3.523,4.565,4.099,4.214,2.562,2.883,2.45,2.307,25,20,0.737,1.962,1.142,3,20,9.2774,25.91,14,8,13,10,10,9,13,11,10,10,10,10,10,10,10,10,7,5,9,6,9,6,6,6,10.403,7.6275,8.1434,11.2939,8.7338,9.1377,8.7807,6.3631,8.8104,11.8912,36,16,20,0.679,15.858,21.403,5.545,97.66,HIGH,0,0,0,0,E,6,7,3,0,12000,50,52,0.659,HIGH,16.401
10,53,Morning Rush,HIGH,1,102,0.865,8,Fixed,5.927,4.896,5.01,5.75,3.363,2.748,2.705,2.975,20,35,0.603,1.538,1.303,3,20,9.2488,18.19,14,13,9,9,8,9,13,13,10,10,10,10,10,10,10,10,4,8,6,13,9,6,3,8,9.9929,10.23,9.3205,7.753,10.6207,6.2505,10.5967,5.6172,8.7977,10.7536,33,18,15,0.611,14.516,17.743,3.227,91.67,HIGH,0,0,0,0,W,13,7,1,4,12000,50,53,0.865,HIGH,21.583
10,54,Morning Rush,HIGH,1,102,0.8478,4,AI,5.012,5.471,4.744,4.472,2.506,2.736,2.372,2.236,25,40,0.459,1.486,1.429,3,20,10.1514,24.75,12,11,8,12,9,12,11,11,10,10,10,10,10,10,10,10,10,6,6,5,6,7,5,7,11.0947,10.2206,10.9308,10.0398,7.2593,8.1761,9.438,10.2151,9.6718,12.8522,41,20,21,0.745,19.827,26.347,6.52,91.62,CRITICAL,0,0,0,0,N,5,4,4,9,12000,50,54,0.8478,HIGH,19.699
10,55,Morning Rush,HIGH,1,102,0.7728,1,AI,5.529,5.503,4.83,4.307,2.764,2.752,2.415,2.154,30,25,0.794,1.633,1.328,3,20,10.0372,26.44,8,11,11,11,9,12,12,9,10,10,10,10,10,10,10,10,13,7,2,6,7,7,4,5,10.9638,9.1676,11.4869,10.7979,8.3524,10.6739,6.6384,8.5418,9.5778,13.0198,22,7,15,0.393,10.535,14.321,3.786,89.7,CRITICAL,0,0,0,0,E,3,7,6,5,12000,50,55,0.7728,HIGH,20.169
10,56,Morning Rush,HIGH,1,102,0.6237,8,AI,3.197,3.586,4.323,4.346,2.399,2.393,2.562,2.373,20,35,0.473,1.787,1.112,3,20,9.4901,23.72,8,8,11,11,9,9,13,13,10,10,10,10,10,10,10,10,5,6,8,5,7,3,7,6,7.7351,8.2088,10.6319,10.9007,7.9407,10.7257,8.2632,8.1495,9.0694,11.8897,34,22,12,0.596,15.418,20.213,4.795,96.18,CRITICAL,0,0,0,0,W,5,7,5,0,12000,50,56,0.6237,HIGH,15.452
10,57,Morning Rush,HIGH,1,102,0.5927,9,AI,2.99,3.255,3.006,3.467,2.295,2.228,1.903,1.933,10,30,0.551,1.921,1.614,3,20,9.3213,21.67,13,8,12,9,14,8,8,10,10,10,10,10,10,10,10,10,11,3,9,7,6,4,7,5,10.8118,10.6711,10.6331,7.6401,6.2494,8.1722,9.2095,7.9807,8.921,11.389,41,16,25,0.707,18.288,23.347,5.059,95.75,CRITICAL,0,0,0,0,E,10,1,0,6,12000,50,57,0.5927,HIGH,12.718
10,58,Morning Rush,HIGH,1,102,0.8969,5,AI,5.381,5.551,4.486,6.286,2.691,2.776,2.243,3.143,10,30,0.624,1.236,1.022,3,20,9.0773,20.91,14,11,10,12,12,8,9,9,10,10,10,10,10,10,10,10,9,8,5,4,3,3,3,10,11.5364,8.7402,11.6467,8.6288,8.9556,6.0368,6.2355,7.8178,8.6997,10.9996,13,8,5,0.22,5.655,7.15,1.495,93.89,CRITICAL,0,0,0,0,S,4,5,6,11,12000,50,58,0.8969,HIGH,21.704
10,59,Morning Rush,HIGH,1,102,0.7274,10,Manual,4.014,3.929,4.112,4.903,2.407,2.264,2.256,2.551,10,40,0.533,1.464,1.194,3,20,9.2521,13.61,9,14,11,13,10,10,11,13,10,10,10,10,10,10,10,10,6,9,11,7,3,10,5,4,11.0746,10.9209,7.3296,8.5857,9.4639,9.1071,5.9382,8.6149,8.8794,10.2787,30,14,16,0.5,13.32,15.419,2.099,84.51,CRITICAL,0,0,0,0,N,1,4,8,8,12000,50,59,0.7274,HIGH,16.958
10,60,Morning Rush,HIGH,1,103,0.7826,6,Manual,4.822,4.885,4.705,5.534,2.411,2.442,2.353,2.767,10,35,0.654,1.473,1.951,3,20,9.7729,15.59,14,10,8,13,10,14,11,14,10,10,10,10,10,10,10,10,8,5,4,8,6,2,4,5,8.6096,7.9927,10.9934,10.5949,10.4037,6.9035,9.7992,9.8358,9.3916,11.1265,44,18,26,0.721,20.661,24.478,3.817,92.99,HIGH,0,0,0,0,E,13,0,4,11,12000,50,60,0.7826,HIGH,19.946
10,61,Morning Rush,HIGH,1,103,0.7161,1,AI,4.384,4.539,3.741,4.529,2.592,2.569,2.071,2.365,30,20,0.428,1.766,1.211,3,20,9.4775,27.3,9,10,11,9,10,11,8,10,10,10,10,10,10,10,10,10,11,12,8,6,5,4,6,4,10.8522,8.6072,9.6464,10.1108,8.3833,9.6081,8.1006,7.6462,9.1194,12.5441,37,11,26,0.597,16.871,23.207,6.336,91.19,HIGH,0,0,0,0,E,4,1,4,2,12000,50,61,0.7161,HIGH,17.193
10,62,Morning Rush,HIGH,1,103,0.7679,8,AI,4.581,3.813,5.317,4.281,2.691,2.207,2.859,2.24,15,40,0.715,1.125,1.896,3,20,8.6185,20.12,10,8,13,9,12,14,9,12,10,10,10,10,10,10,10,10,9,8,6,6,7,3,4,8,11.6532,6.6739,8.2944,7.6787,10.443,7.8267,5.4406,8.414,8.3031,10.3945,32,24,8,0.508,13.285,16.631,3.346,93.44,CRITICAL,0,0,0,0,S,0,4,8,5,12000,50,62,0.7679,HIGH,17.992
10,63,Morning Rush,HIGH,1,103,0.6962,5,Manual,3.433,5.002,4.531,4.732,2.516,3.101,2.665,2.566,15,30,0.869,1.483,1.286,3,20,9.5116,24.91,12,12,13,13,9,10,10,9,10,10,10,10,10,10,10,10,9,7,2,5,6,2,7,6,6.8659,8.4974,9.9965,11.2606,7.3902,10.0867,9.9612,9.3385,9.1746,12.2177,23,7,16,0.359,10.551,14.051,3.5,95.59,CRITICAL,0,0,0,0,S,3,1,3,9,12000,50,63,0.6962,HIGH,17.698
10,64,Morning Rush,HIGH,1,103,0.8142,5,AI,5.808,4.887,4.041,5.722,2.904,2.443,2.021,2.861,10,20,0.444,1.078,1.416,3,20,8.8014,13.96,13,13,14,14,11,13,12,10,10,10,10,10,10,10,10,10,8,10,6,9,5,8,4,6,9.7575,6.9937,7.5616,6.8091,10.0567,9.6457,7.232,9.9385,8.4994,9.8782,35,19,16,0.538,14.874,17.287,2.413,86.63,HIGH,0,0,0,0,W,7,8,0,11,12000,50,64,0.8142,HIGH,20.458
10,65,Morning Rush,HIGH,1,103,0.6249,10,AI,3.668,4.072,4.368,4.024,1.834,2.036,2.184,2.012,20,30,0.473,1.806,1.546,3,20,8.9303,25.43,8,11,12,8,10,9,11,11,10,10,10,10,10,10,10,10,8,10,8,5,6,8,11,5,8.9189,10.5504,7.8393,10.6285,9.7832,10.0494,5.8741,5.4249,8.6336,11.5775,22,7,15,0.333,9.497,12.735,3.238,96.66,HIGH,0,0,0,0,S,0,6,9,1,12000,50,65,0.6249,HIGH,16.132
10,66,Morning Rush,HIGH,1,103,0.7447,3,Fixed,5.213,3.643,4.852,5.247,2.607,1.821,2.426,2.623,10,35,0.489,1.599,1.155,3,20,9.5265,28.97,11,10,12,10,8,14,8,10,10,10,10,10,10,10,10,10,9,9,6,9,1,2,7,5,9.4157,11.2398,8.8251,7.0602,8.2968,10.4888,8.4781,9.9553,9.22,12.9798,30,12,18,0.448,13.83,19.47,5.64,89.4,CRITICAL,0,0,0,0,E,6,6,6,2,12000,50,66,0.7447,HIGH,18.955
10,67,Morning Rush,HIGH,1,103,0.8071,7,AI,4.397,5.021,5.036,4.225,2.998,3.111,2.918,2.312,10,20,0.755,1.416,1.577,3,20,8.5067,23.02,10,13,12,11,14,12,9,8,10,10,10,10,10,10,10,10,4,6,4,11,7,5,7,2,7.4992,10.7476,6.8474,9.4029,6.5617,7.7342,9.3198,7.8211,8.2417,10.7058,42,33,9,0.618,17.308,22.483,5.175,93.17,CRITICAL,1,1,1,5,W,5,11,9,4,12000,50,67,0.8071,HIGH,18.679
10,68,Morning Rush,HIGH,1,103,0.688,1,AI,4.375,4.265,4.187,3.318,2.587,2.432,2.294,1.759,30,30,0.593,1.361,1.692,3,20,9.1277,17.78,11,10,13,12,8,10,13,12,10,10,10,10,10,10,10,10,5,5,5,5,6,12,7,5,7.9201,9.2405,11.6485,7.3857,8.2889,8.3919,8.4966,9.4469,8.8524,10.7667,40,12,28,0.58,17.704,21.532,3.828,90.63,CRITICAL,0,0,0,0,N,0,1,1,9,12000,50,68,0.688,HIGH,16.145
10,69,Morning Rush,HIGH,1,103,0.7184,9,AI,4.24,4.787,3.596,5.042,2.92,2.994,2.198,2.721,25,25,0.675,1.704,1.358,3,20,9.1952,28.45,14,12,12,12,13,11,13,13,10,10,10,10,10,10,10,10,7,13,11,12,5,8,4,5,9.2286,10.2353,11.2011,11.0613,6.3793,5.7045,7.3095,10.294,8.9267,12.4769,32,25,7,0.457,14.282,19.962,5.68,90.29,HIGH,0,0,0,0,W,4,11,7,0,12000,50,69,0.7184,HIGH,17.665
10,70,Morning Rush,HIGH,1,103,0.62,6,AI,4.035,3.871,3.142,3.751,2.018,1.935,1.571,1.875,25,20,0.47,1.025,1.959,3,20,7.6061,14.06,12,9,11,12,10,8,10,8,10,10,10,10,10,10,10,10,11,10,11,5,8,4,4,2,6.3522,6.5571,6.9469,8.1283,7.2594,9.8188,8.3576,5.7083,7.3911,8.6004,39,16,23,0.549,14.413,16.771,2.358,89.75,HIGH,0,0,0,0,E,8,8,1,6,12000,50,70,0.62,HIGH,14.799
10,71,Morning Rush,HIGH,1,103,0.7647,7,Fixed,4.968,4.569,5.325,5.025,3.284,2.885,3.062,2.713,30,40,0.609,1.572,1.104,3,20,8.5786,25.13,11,11,11,12,9,11,11,12,10,10,10,10,10,10,10,10,6,7,5,10,4,6,9,2,6.8939,9.4817,7.1733,9.0215,9.8046,9.154,6.8302,8.3911,8.3438,11.1441,28,19,9,0.389,11.682,15.603,3.921,96.25,HIGH,0,0,0,0,W,6,5,9,5,12000,50,71,0.7647,HIGH,19.887
10,72,Morning Rush,HIGH,1,103,0.8306,8,AI,5.827,5.13,4.783,4.982,3.313,2.865,2.592,2.591,20,40,0.519,1.192,1.089,3,20,9.035,30.49,10,8,8,13,11,14,10,10,10,10,10,10,10,10,10,10,9,10,8,6,4,9,8,7,9.0587,10.6061,10.9381,7.9719,5.8274,6.7712,10.2072,8.9845,8.7956,12.6543,23,8,15,0.315,10.115,14.553,4.438,93.23,HIGH,0,0,0,0,N,8,1,3,11,12000,50,72,0.8306,HIGH,20.722
10,73,Morning Rush,HIGH,1,103,0.7419,4,AI,4.742,4.78,4.836,4.389,3.171,2.99,2.818,2.395,15,35,0.791,1.324,1.585,3,20,9.1172,20.28,10,14,11,12,12,9,10,11,10,10,10,10,10,10,10,10,7,8,8,3,3,8,5,5,10.4519,8.6641,9.3892,11.1038,9.5881,8.9149,6.1935,6.7615,8.8834,11.1439,62,35,27,0.838,27.539,34.547,7.008,91.09,CRITICAL,0,0,0,0,N,5,9,1,8,12000,50,73,0.7419,HIGH,18.747
10,74,Morning Rush,HIGH,1,103,0.779,2,AI,4.533,4.597,4.057,4.42,2.667,2.599,2.229,2.31,20,25,0.668,1.379,1.797,3,20,8.9655,27.59,11,11,8,12,11,11,9,9,10,10,10,10,10,10,10,10,6,7,6,9,4,8,3,5,9.252,9.5398,8.9173,7.203,10.3047,8.7857,6.9231,9.0177,8.7429,12.074,38,25,13,0.507,16.612,22.941,6.329,96.59,HIGH,0,0,0,0,S,10,6,0,5,12000,50,74,0.779,HIGH,17.607
10,75,Morning Rush,HIGH,1,103,0.8019,1,AI,5.557,4.829,5.319,5.132,2.779,2.414,2.659,2.566,25,40,0.567,1.863,1.009,3,20,9.6527,29.53,13,9,8,11,9,10,10,9,10,10,10,10,10,10,10,10,10,3,7,5,5,5,6,3,9.1774,9.8631,10.3928,10.9729,8.5057,8.6322,9.0466,8.775,9.4207,13.3678,23,9,14,0.303,10.833,15.372,4.539,89.13,HIGH,0,0,0,0,W,3,6,4,9,12000,50,75,0.8019,HIGH,20.837
10,76,Morning Rush,HIGH,1,103,0.8756,10,AI,4.31,6.149,4.73,4.732,2.155,3.075,2.365,2.366,25,40,0.662,1.279,1.523,3,20,8.4274,22.73,14,13,9,8,13,8,11,12,10,10,10,10,10,10,10,10,9,6,6,7,2,0,2,6,11.6037,7.416,7.4744,6.9523,8.6624,8.155,6.9064,8.6804,8.2313,10.6528,38,24,14,0.494,15.64,20.241,4.601,93.03,HIGH,0,0,0,0,W,11,12,5,6,12000,50,76,0.8756,HIGH,19.921
10,77,Morning Rush,HIGH,1,103,0.8673,5,Fixed,5.824,4.672,5.885,5.576,3.712,2.936,3.342,2.988,20,30,0.686,1.534,1.108,3,20,9.4606,26.11,14,9,12,13,12,8,10,13,10,10,10,10,10,10,10,10,14,7,9,3,9,7,7,4,8.5113,7.2205,9.7803,10.4914,8.6363,8.8756,10.1101,10.3554,9.2476,12.5154,22,13,9,0.282,10.172,13.766,3.594,96.2,HIGH,0,0,0,0,W,0,6,3,11,12000,50,77,0.8673,HIGH,21.957
10,78,Morning Rush,HIGH,1,103,0.6549,3,Manual,3.547,3.432,3.501,4.462,2.174,2.016,1.95,2.331,20,25,0.589,1.045,1.05,3,20,8.6896,24.63,8,9,13,11,8,10,13,10,10,10,10,10,10,10,10,10,8,9,9,11,8,5,9,11,6.6401,9.584,9.6475,7.9611,8.7426,8.7367,7.3453,9.3443,8.5002,11.2781,31,11,20,0.392,13.175,17.481,4.306,96.17,CRITICAL,0,0,0,0,E,5,2,10,9,12000,50,78,0.6549,HIGH,14.942
10,79,Morning Rush,HIGH,1,103,0.6371,3,Manual,3.219,3.266,4.233,3.755,1.609,1.633,2.116,1.877,15,30,0.57,1.925,1.577,3,20,9.2357,21.97,12,9,10,13,10,12,11,13,10,10,10,10,10,10,10,10,6,7,4,13,3,3,9,8,8.9983,9.9469,8.5273,11.2987,10.5764,9.6883,7.0162,6.275,9.0409,11.586,52,22,30,0.65,23.506,30.123,6.617,86.8,CRITICAL,0,0,0,0,N,11,0,4,3,12000,50,79,0.6371,HIGH,14.473
10,80,Morning Rush,HIGH,1,104,0.7104,3,AI,3.771,5.085,4.296,4.485,2.285,2.842,2.348,2.343,25,20,0.592,1.299,1.372,3,20,9.1335,29.76,9,12,11,10,11,8,11,13,10,10,10,10,10,10,10,10,14,8,7,7,4,5,9,5,9.3931,8.2559,10.5385,7.8051,8.6663,8.3189,9.2547,9.3432,8.947,12.7373,54,27,27,0.667,24.156,34.389,10.233,98.57,CRITICAL,0,0,0,0,N,3,4,7,9,12000,50,80,0.7104,HIGH,17.637
10,81,Morning Rush,HIGH,1,104,0.6437,7,AI,4.047,3.64,4.021,3.173,2.423,2.12,2.211,1.687,10,25,0.41,1.487,1.516,3,20,8.7243,26.38,11,13,10,9,13,14,9,9,10,10,10,10,10,10,10,10,10,5,3,6,9,6,5,4,8.7538,8.4676,8.315,6.4064,8.8209,8.9983,9.2006,9.4529,8.5519,11.617,36,22,14,0.439,15.393,20.91,5.517,93.14,HIGH,0,0,0,0,N,9,0,5,6,12000,50,81,0.6437,HIGH,14.881
10,82,Morning Rush,HIGH,1,104,0.651,2,AI,3.455,4.291,3.683,3.592,2.127,2.446,2.042,1.896,25,35,0.884,1.182,1.715,3,20,8.0728,14.99,12,12,11,13,8,11,8,12,10,10,10,10,10,10,10,10,9,5,5,2,6,5,7,4,6.823,7.2634,6.9555,8.3066,7.5746,8.2253,9.6524,8.5464,7.9184,9.3146,64,35,29,0.771,25.339,29.807,4.468,92.17,HIGH,0,0,0,0,W,11,7,2,5,12000,50,82,0.651,HIGH,15.021
10,83,Morning Rush,HIGH,1,104,0.6179,4,Fixed,3.594,3.656,3.956,3.176,2.597,2.428,2.378,1.788,30,35,0.454,1.851,1.688,3,20,8.7874,21.32,9,10,10,11,10,14,10,10,10,10,10,10,10,10,10,10,4,7,6,8,8,4,9,2,10.7341,6.5914,10.4899,11.6456,9.4309,8.2848,6.1102,5.7106,8.6247,10.9621,36,22,14,0.429,15.524,19.731,4.207,90.4,CRITICAL,1,1,4,5,E,6,6,0,4,12000,50,83,0.6179,HIGH,14.382
10,84,Morning Rush,HIGH,1,104,0.8845,2,AI,4.991,4.717,4.39,5.067,3.295,2.958,2.595,2.734,20,40,0.576,1.36,1.506,3,20,8.2402,14.21,14,11,9,8,11,11,10,11,10,10,10,10,10,10,10,10,4,8,7,8,8,11,5,9,10.5683,7.8099,6.5091,6.514,10.5113,10.0655,6.577,6.1857,8.0926,9.4327,58,37,21,0.682,23.468,27.354,3.886,87.63,CRITICAL,0,0,0,0,E,4,4,6,3,12000,50,84,0.8845,HIGH,19.165
10,85,Morning Rush,HIGH,1,104,0.818,3,Fixed,4.035,4.525,5.751,5.009,2.018,2.263,2.876,2.505,15,25,0.876,1.745,1.838,3,20,8.1969,14.1,9,9,10,10,10,8,10,13,10,10,10,10,10,10,10,10,5,3,7,7,8,8,8,4,7.6227,9.6394,6.8107,9.7033,9.0052,5.4911,9.0232,7.1432,8.0548,9.3774,41,23,18,0.477,16.512,19.223,2.711,91.25,CRITICAL,0,0,0,0,S,4,4,4,6,12000,50,85,0.818,HIGH,19.32
10,86,Morning Rush,HIGH,1,104,0.6025,10,Manual,3.109,3.568,4.109,3.624,2.354,2.384,2.454,2.012,20,40,0.796,1.093,1.99,3,20,8.9483,25.04,12,8,9,9,10,14,8,13,10,10,10,10,10,10,10,10,10,5,7,7,7,7,5,11,6.7705,9.7698,11.0462,7.1766,7.2386,10.6064,8.9245,8.8525,8.7981,11.7367,43,32,11,0.494,18.916,25.234,6.318,94.67,CRITICAL,0,0,0,0,S,2,6,8,1,12000,50,86,0.6025,HIGH,14.41
10,87,Morning Rush,HIGH,1,104,0.9078,4,AI,4.616,4.637,5.088,6.203,2.708,2.618,2.744,3.202,15,25,0.874,1.356,1.142,3,20,8.6348,28.9,12,13,14,13,10,13,8,9,10,10,10,10,10,10,10,10,8,8,6,5,7,7,3,8,11.5296,6.4252,6.4835,9.779,8.822,9.8655,7.0398,8.0118,8.4946,11.9467,55,35,20,0.625,23.361,32.855,9.494,97.19,CRITICAL,1,2,2,5,S,0,7,6,0,12000,50,87,0.9078,HIGH,20.544
10,88,Morning Rush,HIGH,1,104,0.7075,3,AI,3.884,4.549,3.663,4.247,2.342,2.575,2.031,2.224,10,30,0.443,1.103,1.527,3,20,8.1825,30.58,8,13,13,9,12,10,9,14,10,10,10,10,10,10,10,10,5,9,4,15,6,3,9,6,9.6713,7.9651,8.7955,10.2048,8.5067,6.7572,6.1065,6.4244,8.0539,11.6013,33,13,20,0.371,13.289,19.142,5.853,94.77,HIGH,0,0,0,0,N,2,9,8,7,12000,50,88,0.7075,HIGH,16.343
10,89,Morning Rush,HIGH,1,104,0.6846,3,AI,4.559,4.311,4.839,3.502,2.28,2.155,2.42,1.751,20,20,0.688,1.283,1.223,3,20,9.4383,18.21,8,11,9,8,9,10,9,9,10,10,10,10,10,10,10,10,5,7,4,7,6,4,3,6,8.989,8.5729,8.392,8.5062,9.2214,10.7937,10.6686,9.2147,9.2948,11.3646,42,9,33,0.467,19.519,23.866,4.347,90.27,HIGH,0,0,0,0,S,5,3,7,6,12000,50,89,0.6846,HIGH,17.211
10,90,Midday,MEDIUM,0,104,0.3886,1,Manual,2.058,2.699,2.538,2.569,1.829,1.95,1.669,1.484,30,25,0.466,1.417,1.305,3,20,3.6668,25.06,8,14,12,11,9,9,10,8,10,10,10,10,10,10,10,10,1,1,5,5,0,5,4,0,3.6409,4.2223,3.8986,2.8392,2.4609,4.6707,2.9531,4.2171,3.6128,4.8212,43,35,8,0.473,7.767,10.365,2.598,89.25,MEDIUM,0,0,0,0,N,3,1,1,7,12000,50,90,0.3886,MEDIUM,9.864
10,91,Midday,MEDIUM,0,104,0.5083,5,AI,2.851,3.23,3.282,3.078,1.825,1.915,1.841,1.639,20,30,0.895,1.231,1.089,3,20,3.7068,30.45,13,11,8,11,12,11,12,9,10,10,10,10,10,10,10,10,0,3,4,3,1,2,4,4,3.3641,5.0808,3.712,4.3946,3.1476,3.2629,3.1554,3.1145,3.654,5.2539,73,41,32,0.793,13.337,19.177,5.84,94.78,MEDIUM,0,0,0,0,W,7,5,6,7,12000,50,91,0.5083,MEDIUM,12.441
10,92,Midday,MEDIUM,0,104,0.4997,3,Manual,2.977,2.921,2.676,3.163,1.488,1.46,1.338,1.581,20,30,0.79,1.09,1.809,3,20,4.5617,17.11,10,13,11,11,13,11,10,8,10,10,10,10,10,10,10,10,5,2,2,2,2,4,2,3,4.6353,4.2697,5.0138,5.1368,3.9544,3.9608,4.361,4.6587,4.4988,5.4274,40,20,20,0.43,8.998,10.855,1.857,85.98,MEDIUM,0,0,0,0,W,2,11,4,7,12000,50,92,0.4997,MEDIUM,11.737
10,93,Midday,MEDIUM,0,104,0.4484,8,AI,2.646,3.078,2.442,3.213,1.323,1.539,1.221,1.607,30,40,0.52,1.2,1.389,3,20,4.0702,30.55,8,10,13,10,9,9,10,11,10,10,10,10,10,10,10,10,5,2,4,3,1,2,0,0,4.9272,4.601,3.9921,4.9825,3.7058,3.1873,2.4146,4.3167,4.0159,5.7827,56,15,41,0.596,11.245,16.192,4.947,91.47,MEDIUM,0,0,0,0,S,4,9,6,8,12000,50,93,0.4484,MEDIUM,11.379
10,94,Midday,MEDIUM,0,104,0.4283,1,AI,2.492,2.993,2.104,2.861,1.646,1.796,1.252,1.531,15,20,0.596,1.069,1.783,3,20,3.7657,25.65,10,12,13,9,10,12,10,10,10,10,10,10,10,10,10,10,5,1,3,3,1,2,4,2,2.9785,5.1835,3.8249,4.5525,4.7944,2.4917,3.4651,2.4464,3.7171,4.9993,55,15,40,0.579,10.222,13.748,3.526,96.44,MEDIUM,0,0,0,0,E,0,2,10,4,12000,50,94,0.4283,MEDIUM,10.45
10,95,Midday,MEDIUM,0,104,0.3415,4,AI,1.958,1.978,1.931,1.73,1.379,1.289,1.165,0.965,30,20,0.887,1.289,1.117,3,20,4.2022,23.9,8,11,10,10,9,8,10,9,10,10,10,10,10,10,10,10,1,1,7,3,2,2,0,2,4.2781,3.4523,5.1158,4.6943,2.6669,4.1128,4.3955,4.4819,4.1497,5.4526,76,42,34,0.792,15.768,20.719,4.951,92.83,MEDIUM,0,0,0,0,W,0,10,7,0,12000,50,95,0.3415,MEDIUM,7.597
10,96,Midday,MEDIUM,0,104,0.4281,4,AI,2.309,2.253,3.068,2.154,1.955,1.727,1.934,1.277,30,40,0.609,1.468,1.76,3,20,3.8018,24.02,8,9,14,14,11,11,8,12,10,10,10,10,10,10,10,10,5,2,3,0,3,2,3,4,2.8119,5.1739,3.2871,4.8579,2.9478,3.4848,4.7621,2.7219,3.7559,4.9432,51,23,28,0.526,9.577,12.604,3.027,92.45,MEDIUM,0,0,0,0,W,0,8,9,13,12000,50,96,0.4281,MEDIUM,9.784
